,Stage Name,Full Name,Date of Birth,Group,Country,Second Country,Birthplace,Other Group,Former Group,Position
Female,Zin,Jin Hyunbin,2001-08-31,bugAboo,South Korea,,,,,
Female,ZN,Bae Jinye,1994-06-09,LABOUM,South Korea,,Bucheon,UNI.T,,Main Dancer
Female,Zoa,Cho Hyewon,2005-05-31,Weeekly,South Korea,,,,,"Rapper, Sub Vocal"
Female,Zoe,Choi Hayoung,2002-04-12,Geenius,Italia,South Korea,Milan,,,
Female,Zuny,Kim Joomi,1994-12-08,Ladies' Code,South Korea,,Gwangju,,,
Female,Zuu,Ji Yeongju,2000-03-24,SECRET NUMBER,South Korea,,,,,
Male,2Soul,Kim Younghoon,1997-09-10,7 O'clock,South Korea,,,,,
Male,A-min,Cho Minwoo,2004-05-22,EPEX,South Korea,,Namyangju,,,
Male,A.M,Seong Hyunwoo,1996-12-31,Limitless,South Korea,,,,,
Male,Ace,Jang Wooyoung,1992-08-28,VAV,South Korea,,,,,
Male,Ahxian,Park Sungkook,1996-03-27,VANNER,South Korea,,Gyeonggi,,,
Male,Alex,Alexander Schmidt Lee,2004-10-06,DRIPPIN,Germany,South Korea,,,,
Male,Allen,Allen Ma,1999-04-26,CRAVITY,USA,South Korea,,,,
Male,Andy,Lee Sunho,1981-01-21,Shinhwa,South Korea,,Seoul,,,
Male,Andy,Lui Chunyeung,1994-10-06,7 O'clock,Hong Kong,,,,,
Male,Anthony,Anthony Lo,1998-03-12,VARSITY,China,USA,,,,
Male,Anton,Anton Chanyoung Lee,2004-03-21,RIIZE,USA,South Korea,,,,
Male,Aron,Kwak Youngmin,1993-05-21,NU'EST,South Korea,USA,California,NU'EST W,,
Male,Arthur,Jang Yunho,2000-04-15,Kingdom,South Korea,,,,VARSITY,
Male,Asahi,Hanada Asahi,2001-08-20,Treasure,Japan,,,,,
Male,Ayden,Kwon Yejun,2005-01-24,EPEX,South Korea,,,,,
Male,Ayno,Noh Yoonho,1996-05-01,VAV,South Korea,,,,,
Male,B-Bomb,Lee Minhyuk,1990-12-14,Block B,South Korea,,Seoul,Bastarz,,
Male,B-Joo,Kim Byungjoo,1994-01-08,Topp Dogg,South Korea,,Seoul,,,
Male,B.I,Kim Hanbin,1996-10-22,,South Korea,,Goyang,,iKON,
Male,B.S,Lee Youngsoo,1995-04-14,14U,South Korea,,,,,
Male,Baek Seung,Kim Hyunwoo,2004-10-05,EPEX,South Korea,,Seoul,,,
Male,Baekgyeul,Baek Sunwoo,1999-12-01,E'LAST,South Korea,,,,,
Male,Baekho,Kang Dongho,1995-07-21,NU'EST,South Korea,,Jeju,NU'EST W,,
Male,Baekhyun,Byun Baekhyun,1992-05-06,EXO,South Korea,,Wonmi,"EXO-CBX, SuperM",,
Male,Bain,Song Byeonghee,2001-05-04,JUST B,South Korea,,,,,
Male,BamBam,Kunpimook Bhuwakul,1997-05-02,GOT7,Thailand,,Bangkok,,,
Male,Bang Chan,Bang Chan,1997-10-03,Stray Kids,Australia,South Korea,Sydney,3RACHA,,
Male,Bao,Bae Sungyeob,1996-05-12,XEED,South Korea,,,,LUCENTE,
Male,Baro,Cha Sunwoo,1992-09-05,,South Korea,,Gwangju,,B1A4,
Male,Baron,Choi Chunghyeop,1992-04-19,,South Korea,,,,VAV,
Male,BC,Jin Sungho,1994-07-18,1TEAM,South Korea,,,,,
Male,BEL,Choi Sunghoon,2000-05-21,DUSTIN,South Korea,,,,,
Male,Benji,Baek Jaewook,1992-05-03,B.I.G,USA,South Korea,Indianapolis,,,
Male,Beomgyu,Choi Beomgyu,2001-03-13,TXT,South Korea,,,,,
Male,Beomsoo,Kim Beomsoo,2000-09-29,XODIAC,South Korea,,Busan,,,
Male,Bic,Nam Seungmin,2001-04-25,MCND,South Korea,,,,,
Male,Bin,Kwon Soobin,1993-10-28,Hot Blood Youth,South Korea,,,,,
Male,Bit,No Minjae,2004-07-21,BAE173,South Korea,,,,,
Male,Bitsaeon,Kim Sangyeon,1995-06-04,MONT,South Korea,,,,,
Male,Bitto,Lee Changhyun,1996-08-24,UP10TION,South Korea,,Dongducheon,,,
Male,BM,Matthew Kim,1992-10-20,KARD,South Korea,,,,,
Male,Bobby,Kim Jiwon,1995-12-21,iKON,South Korea,USA,Seoul,,,
Male,Bokeun,Kim Bokeun,1994-10-12,SIGNAL,South Korea,,,,,
Male,Bomin,Choi Bomin,2000-08-24,Golden Child,South Korea,,,,,
Male,Boyul,Kwon Boyul,2002-01-21,WEUS,South Korea,,,,,
Male,Brian,Brian Ho,2002-08-27,AMPERS&ONE,Canada,China,Vancouver,,,
Male,Bullet,Jin Junwoo,1995-12-02,VARSITY,South Korea,,Seoul,,,
Male,BX,Lee Byounggon,1998-03-05,CIX,South Korea,,Incheon,,,"Leader, Main Rapper"
Male,Byeongkwan,Kim Byeongkwan,1996-08-13,A.C.E,South Korea,,Seoul,,,
Male,Byungchan,Choi Byungchan,1997-11-12,VICTON,South Korea,,,,,
Male,Byunghoon,Choi Byunghoon,2000-04-26,CMDM,South Korea,,,,,
Male,C.A.P,Bang Minsoo,1992-11-04,Teen Top,South Korea,,Seongnam,,,
Male,Casper,Chu Xiaoxiang,1991-03-20,CROSS GENE,China,,Shanghai,,,
Male,Castle J,Son Sangjoon,1999-05-31,MCND,South Korea,,,,,
Male,Cha Hoon,Cha Hoon,1994-07-12,N.Flying,South Korea,,Seoul,,,Guitar
Male,Chaejin,Chae Jinseok,1995-12-26,MYNAME,South Korea,,Seoul,,,
Male,Chael,Lim Junyeop,2001-12-07,LUN8,South Korea,,,,,
Male,Chan,Jung Chanwoo,1998-01-26,iKON,South Korea,,Yongin,,,
Male,Chan,Kang Yoochan,1997-12-31,A.C.E,South Korea,,Jeju,UNB,,
Male,Chan,Jo Chanhyuk,1999-12-08,TOO,South Korea,,,,,
Male,Changbin,Seo Changbin,1999-08-11,Stray Kids,South Korea,,Yongin,3RACHA,,
Male,Changbum,Woo Changbum,1993-10-07,,South Korea,,Sokcho,,100.00%,
Male,Changgyu,Song Changgyu,1993-07-06,UNVS,South Korea,,,,,
Male,Changjo,Choi Jonghyun,1995-11-16,Teen Top,South Korea,,Chuncheon,,,
Male,Changsub,Lee Changsub,1991-02-26,BtoB,South Korea,,Suwon,,,
Male,Changsun,Lee Changsun,1996-03-17,24K,South Korea,,,,,
Male,Changuk,Joo Changuk,2001-07-25,DRIPPIN,South Korea,,,,,
Male,Chani,Kang Chanhee,2000-01-17,SF9,South Korea,,,,,
Male,Chansung,Hwang Chansung,1990-02-11,02:00:00 PM,South Korea,,Seoul,,,
Male,Chanwon,An Chanwon,2008-03-21,The Wind,South Korea,,,,,
Male,Chanwook,Yang Chanwook,2002-02-25,WEUS,South Korea,,,,,
Male,Chanyeol,Park Chanyeol,1992-11-27,EXO,South Korea,,Seoul,,,
Male,Chanyong,Kim Chanyong,1993-04-29,FAVE1,South Korea,,Suwon,,100.00%,
Male,Chanyoung,Kim Chanyoung,2000-11-20,D-CRUNCH,South Korea,,,,,
Male,Chanyoung,Jung Chanyoung,2004-01-31,HAWW,South Korea,,Incheon,,,
Male,Chen,Kim Jongdae,1992-09-21,EXO,South Korea,,Silheung,EXO-CBX,,
Male,Chenle,Zhong Chenle,2001-11-22,NCT,China,,Shanghai,NCT Dream,,
Male,Chihoon,Choi Chihoon,1999-04-27,TOO,South Korea,,,,,
Male,Chiwoo,Guk Seungjun,2002-09-02,Kingdom,South Korea,,,,,
Male,Choi In,Choi In,1996-02-11,E'LAST,South Korea,,,,,
Male,Choi Jiann,Choi Jaewoo,1997-09-30,Newkidd,South Korea,,,,,
Male,Chris,Han Chris,2002-11-19,BLITZERS,South Korea,,,,,
Male,Chunji,Lee Chanhee,1993-10-05,Teen Top,South Korea,,Seongnam,,,
Male,CNU,Shin Dongwoo,1991-06-16,B1A4,South Korea,,Seoul,,,
Male,Cory,Hong Joohyung,1990-11-25,24K,South Korea,USA,Daegu,,,
Male,Cya,Lee Giwook,2000-01-24,Onewe,South Korea,,,,MAS,
Male,D.O.,Do Kyungsoo,1993-01-12,EXO,South Korea,,Gyeonggi,,,
Male,D1,Jang Dongil,1998-02-15,DKB,South Korea,,,,,
Male,Daehwi,Lee Daehwi,2001-01-29,AB6IX,South Korea,,Seoul,,Wanna One,
Male,Daehyeon,Jang Daehyeon,1997-02-11,WEi,South Korea,,,,RAINZ,
Male,Daehyun,Jung Daehyun,1993-06-28,B.A.P,South Korea,,Busan,,,
Male,Daeil,Kim Daeil,1992-05-10,,South Korea,,Busan,,24K,
Male,Daesung,Daesung,1989-04-26,BIGBANG,South Korea,,Incheon,,,
Male,Daeyeol,Lee Daeyeol,1993-02-11,Golden Child,South Korea,,Yongin,,,
Male,Damon,Hu Boohan,1996-07-02,VARSITY,China,,,,,
Male,Daniel,Kang Daniel,1996-12-10,Wanna One,South Korea,,Busan,,,
Male,Dann,Jung Seungbo,1997-11-01,Kingdom,South Korea,,Ilsan,,VARSITY,
Male,Daon,Ahn Seonil,2000-12-10,DUSTIN,South Korea,,,,,
Male,Davin,Kim Davin,2002-05-30,XODIAC,South Korea,,Seoul,,,
Male,Dawon,Lee Sanghyuk,1995-07-24,SF9,South Korea,,,,,
Male,Dawon,Cho Dawon,2000-05-12,VARSITY,South Korea,,,,,
Male,Dey,Kim Sehyun,2003-06-11,YOUNITE,South Korea,,,,,
Male,Dino,Lee Chan,1999-02-11,Seventeen,South Korea,,Iksan,,,
Male,DK,Lee Seongmin,1997-02-18,Seventeen,South Korea,,Yongin,,,
Male,DK,Kim Donghyuk,1997-01-03,iKON,South Korea,,,,,
Male,DK,Kim Dokyun,1998-02-16,BLANK2Y,South Korea,,,,,
Male,Doha,Na Gyumin,2004-03-07,BAE173,South Korea,,,,,
Male,Doha,Park Doha,1992-03-27,XEED,South Korea,,Seoul,,,
Male,Dohoon,Kim Dohoon,2005-01-30,TWS,South Korea,,,,,
Male,Dohwan,Gil Dohwan,2003-08-26,Ciipher,South Korea,,,,,
Male,Dohyon,Nam Dohyon,2004-11-10,BAE173,South Korea,,,,X1,
Male,Dohyuk,Kim Dohyuk,1998-01-16,14U,South Korea,,,,,
Male,Dohyun,Park Dohyun,2003-10-23,LUN8,South Korea,,,,,
Male,Dojin,Jeon Yongtae,1997-03-07,ENOi,South Korea,,,,,
Male,Dokyun,Na Dokyun,1991-02-11,HISTORY,South Korea,,Daejeon,,,
Male,Donggeon,Song Donggeon,1999-07-15,TOO,South Korea,,,,,
Male,Donghae,Lee Donghae,1986-10-15,Super Junior,South Korea,,Mokpo,Super Junior-M,,
Male,Donghan,Kim Donghan,1998-07-03,WEi,South Korea,,Daegu,,JBJ,
Male,Dongheon,Lee Dongheon,1995-08-04,Verivery,South Korea,,,,,
Male,Donghun,Lee Donghun,1993-05-15,A.C.E,South Korea,,Suncheon,,,
Male,Donghyuk,Park Donghyuk,1999-12-18,BLANK2Y,South Korea,,,,ENOi,
Male,Donghyun,Kim Donghyun,1989-02-12,Boyfriend,South Korea,,Seoul,,,
Male,Donghyun,Kim Donghyun,1999-02-23,Golden Child,South Korea,,,,,
Male,Donghyun,Kim Donghyun,1998-09-17,AB6IX,South Korea,,Daejeon,MXM,,
Male,Dongjun,Kim Dongjun,1992-02-11,ZE:A,South Korea,,Busan,,,
Male,Dongjun,Hwang Dongjun,1999-09-07,,South Korea,,,,Ghost9,
Male,Dongkyu,Moon Dongkyu,1992-11-16,Spectrum,South Korea,,,,,
Male,Dongmyeong,Son Dongmyeong,2000-01-20,Onewe,South Korea,,,,MAS,
Male,Dongpyo,Son Dongpyo,2002-09-09,Mirae,South Korea,,,,X1,
Male,Dongwan,Kim Dongwan,1979-11-21,Shinhwa,South Korea,,Pohang,,,
Male,Dongwon,Lee Dongwon,1994-01-01,KNK,South Korea,,,,,
Male,Dongwoo,Jang Dongwoo,1990-11-22,Infinite,South Korea,,Guri,Infinite H,,
Male,Dongwoon,Son Dongwoon,1991-06-06,Highlight,South Korea,,Busan,,Beast,
Male,Dongyeon,Justin Lajo,2003-09-26,POW,Philippines,South Korea,Sejong,,,
Male,Dongyun,Kim Dongyun,2002-02-18,DRIPPIN,South Korea,,,,,
Male,Doojoon,Yoon Doojoon,1989-07-04,Highlight,South Korea,,Goyang,,Beast,Leader
Male,Doryun,Kim Doryun,2000-05-01,AIMERS,South Korea,,,,,
Male,Douhyun,Yoo Douhyun,2000-12-25,Mirae,South Korea,,,,,
Male,Dowoon,Yoon Dowoon,1995-08-25,DAY6,South Korea,,,,,Drummer
Male,Doyoung,Kim Dongyoung,1996-02-01,NCT,South Korea,,Guri,"NCT U, NCT 127",,
Male,Doyoung,Kim Doyoung,2003-12-04,Treasure,South Korea,,,,,
Male,DY,Jeon Doyum,2002-02-21,JUST B,South Korea,,Daejeon,,1the9,
Male,Dylan,Park Yeonjae,2002-07-26,D-CRUNCH,South Korea,,,,,
Male,E'Dawn,Kim Hyojong,1994-06-01,,South Korea,,,,PENTAGON,
Male,E-Chan,Lee Changmin,1997-02-19,DKB,South Korea,,,,,
Male,E-tion,Lee Changyoon,1994-12-24,ONF,South Korea,,Jeonju,,,
Male,E.sol,Jeon Jaehyuk,1992-09-17,14U,South Korea,,,,,
Male,Eden,Jae Won,1998-03-27,NINE.i,South Korea,,,,,
Male,Eli,Ellison Kim,1991-03-13,U-KISS,USA,South Korea,Los Angeles,,,
Male,Eric,Son Youngjae,2000-12-22,The Boyz,South Korea,,,,,
Male,Eric,Moon Junghyuk,1979-02-16,Shinhwa,South Korea,,Seoul,,,
Male,Eson,Kim Jungmin,1996-12-28,We In The Zone,South Korea,USA,Honolulu,,,Leader
Male,Euijin,Lee Euijin,1990-02-15,Bigflo,South Korea,,Seoul,,,
Male,Eunchan,Choi Byeongseop,2001-02-27,TEMPEST,South Korea,,,,,
Male,Eunho,Shin Donggeun,1992-09-10,UNVS,South Korea,,,,,
Male,Eunho,Myung Eunho,2001-03-25,YOUNITE,South Korea,,,,,
Male,Eunhyuk,Lee Hyukjae,1986-04-04,Super Junior,South Korea,,Ilsan,Super Junior-M,,
Male,Eunil,Kim Eunil,2003-11-21,TRENDZ,South Korea,,,,,
Male,Eunjae,Kwak Eunjae,1996-05-02,14U,South Korea,,,,,
Male,Eunjun,Choi Eunjun,1999-08-06,AIMERS,South Korea,,,,Spectrum,
Male,Eunki,Hong Eunki,1997-09-29,,South Korea,,,,RAINZ,
Male,Eunkwang,Seo Eunkwang,1990-11-22,BtoB,South Korea,,Yongin,,,
Male,Eunsang,Lee Eunsang,2002-10-26,YOUNITE,South Korea,,,,X1,
Male,Eunseok,Song Eunseok,2001-03-19,RIIZE,South Korea,,,,,
Male,Eunseop,Kim Eunseop,2006-06-18,LUN8,South Korea,,,,,
Male,Eunsung,Lee Eunsung,2000-09-07,TheEastLight,South Korea,,,,,
Male,Eunwoo,Cha Eunwoo,1997-03-30,ASTRO,South Korea,,Gunpo,,,
Male,Felix,Lee Youngbok,2000-09-15,Stray Kids,South Korea,,Sydney,,,
Male,G-Dragon,Kwon Jiyong,1988-08-18,BIGBANG,South Korea,,Seoul,GD&TOP,,
Male,G.O,Jung Byunghee,1987-11-06,MBLAQ,South Korea,,Changwon,,,
Male,Gabin,Yoo Seunghyun,2001-09-11,JWiiver,South Korea,,Busan,,,
Male,Gaon,Kwak Jiseok,2002-01-14,Xdinary Heroes,South Korea,,Uijeongbu,,,
Male,Geonu,Lee Geonwoo,2001-02-02,JUST B,South Korea,,,,,
Male,Gihwan,Kim Gihwan,1993-11-24,SIGNAL,South Korea,,,,,
Male,Gijung,Kim Gijung,2001-01-24,IM,South Korea,,,,,
Male,Gikwang,Lee Gikwang,1990-03-30,Highlight,South Korea,,Gwangju,,Beast,
Male,Giseok,Jun Giseok,1997-05-02,IM,South Korea,,,,,
Male,GK,Kim Kwanghyun,1998-09-29,DKB,South Korea,,,,,
Male,Go_U,Jang Junho,2001-06-15,BLITZERS,South Korea,,,,,
Male,Gohn,Kim Dongsung,1992-08-01,,South Korea,,Seoul,,Topp Dogg,
Male,Gohyeon,Go Hyeon,1994-10-01,14U,South Korea,,,,,
Male,Gon,Kim Seongjung,1998-11-13,ARGON,South Korea,,,,,
Male,Gon,Lee Wonseo,1995-08-07,VANNER,South Korea,,,,,
Male,Gongchan,Gong Chansik,1993-08-14,B1A4,South Korea,,Suncheon,,,
Male,Gun,Kwak Gun,2001-09-29,14U,South Korea,,,,,
Male,Gunil,Go Gunil,1998-07-24,Xdinary Heroes,South Korea,,Yongin,,,
Male,Gunmin,Lee Gunmin,1994-10-03,B.I.G,South Korea,,Gangwon,,,
Male,Gunwoo,Lee Gunwoo,1989-01-30,MYNAME,South Korea,,Daejeon,,,
Male,Gunwoo,Kim Gunwoo,2002-05-28,T1419,South Korea,,,,,
Male,Gunwook,Park Gunwook,2005-10-01,ZEROBASEONE,South Korea,,,,,
Male,Gyehyeon,Jo Gyehyeon,1999-05-14,Verivery,South Korea,,,,,
Male,Gyeongtae,Kwon Gyeongtae,2000-07-23,14U,South Korea,,,,,
Male,Gyujin,Han Gyujin,1997-11-21,UP10TION,South Korea,,Icheon,,,
Male,Gyumin,Kim Gyumin,2000-12-12,XODIAC,South Korea,,Yeosu,,,
Male,Gyurae,Kim Gyurae,2009-02-28,FANTASY BOYS,South Korea,,,,,
Male,Gyuvin,Kim Gyuvin,2004-08-30,ZEROBASEONE,South Korea,,Seoul,,,
Male,Haechan,Lee Donghyuk,2000-06-06,NCT,South Korea,,,"NCT 127, NCT Dream",,
Male,Haemin,Jung Haemin,2004-03-16,8TURN,South Korea,,Cheonan,,,
Male,Hakmin,Lee Hakmin,2000-09-20,TRCNG,South Korea,,,,,
Male,Hamin,Kim Kangmin,2001-11-13,BXB,South Korea,,Seoul,,TRCNG,
Male,Hamin,Jo Hamin,1997-10-24,ENOi,South Korea,,,,,
Male,Han,Han Jisung,2000-09-14,Stray Kids,South Korea,,Incheon,3RACHA,,
Male,Han Geng,Han Geng,1984-02-09,,China,,Mudanjiang,,Super Junior,
Male,Hanbin,Ngo Ngoc Hung,1998-01-19,TEMPEST,Vietnam,,,,,
Male,Hanbin,Sung Hanbin,2001-06-13,ZEROBASEONE,South Korea,,Cheonan,,,
Male,Hanbin,Choi Hanbin,2007-07-25,The Wind,South Korea,,,,,
Male,Hanbin,Park Hanbin,2002-03-01,EVNNE,South Korea,,Iksan,,,
Male,Hanbin,Lee Hanbin,2001-11-20,FANTASY BOYS,South Korea,,,,,
Male,Haneul,Lee Haneul,1996-06-03,ARGON,South Korea,,,,,
Male,Hangyeom,Song Hangyeom,1996-07-17,OMEGA X,South Korea,,,,7 O'clock,
Male,Hangyul,Lee Hangyul,1999-12-07,BAE173,South Korea,,,,"X1, IM",
Male,Hanjin,Han Zhen,2006-01-05,TWS,China,,,,,
Male,Hankook,Cho Hankook,2002-04-03,TRENDZ,South Korea,,Seoul,,,
Male,Hanse,Do Hanse,1997-09-25,VICTON,South Korea,,,,,
Male,Hansol,Kim Hansol,1993-06-15,,South Korea,,Busan,,Topp Dogg,
Male,Harin,Ju Harin,1998-03-29,Onewe,South Korea,,,,MAS,
Male,Harry-June,Han Harry-June,2004-01-01,DKB,South Korea,,,,,
Male,Haruto,Watanabe Haruto,2004-04-05,Treasure,Japan,,,,,
Male,Haseung,Lee Taewoo,1999-07-16,WHIB,South Korea,,,,,
Male,Havit,Lee Havit,1999-06-07,TRENDZ,South Korea,,Incheon,,,
Male,Hayoung,Choi Hayoung,2000-08-22,TRCNG,South Korea,,,,,
Male,Hayuchan,Park Hayuchan,2007-08-21,The Wind,South Korea,,Incheon,,,
Male,Hee,Shin Youngseo,2005-12-28,DXMON,South Korea,,,,,
Male,Heechan,Yang Heechan,1999-07-31,DKB,South Korea,,,,,
Male,Heechul,Kim Heechul,1983-07-10,Super Junior,South Korea,,Hoengseong,,,
Male,Heechul,Jung Heechul,1989-12-09,ZE:A,South Korea,,Jeju,,,
Male,Heedo,Yoon Heedo,1996-04-22,B.I.G,South Korea,,Seoul,,,
Male,Heeju,Chae Heeju,2003-04-04,CMDM,South Korea,,,,,
Male,Heejun,Oh Heejun,1996-05-08,KNK,South Korea,,,,,
Male,Heeseok,Yun Heeseok,1997-06-10,Limitless,South Korea,,,,,
Male,Heeseung,Lee Heeseung,2001-10-15,ENHYPEN,South Korea,,,,,
Male,Heesoo,Kim Heesoo,2004-05-12,The Wind,South Korea,,,,,
Male,Henry,Henry Lau,1989-10-11,Super Junior-M,Canada,"Hong Kong, Taiwan",Toronto,,,
Male,Heo Chan,Heo Chan,1995-12-14,,South Korea,,,,VICTON,
Male,HighTop,Lim Hyeontae,1994-03-19,Bigflo,South Korea,,,,,
Male,Hikari,Etani Hikari,2002-01-21,FANTASY BOYS,Japan,,,,,
Male,Hikaru,Urabe Hikaru,2003-07-14,FANTASY BOYS,Japan,,,,,
Male,Himchan,Kim Himchan,1990-04-19,B.A.P,South Korea,,Seoul,,,
Male,Hohyeon,Lee Hohyeon,2001-10-14,TRCNG,South Korea,,,,,
Male,Hojoon,Jeon Hojoon,1992-10-31,Topp Dogg,South Korea,,Gwangju,,,
Male,Hojung,Go Hojung,1994-10-20,HOTSHOT,South Korea,,,,,
Male,Hong,Kim Hong,2005-06-23,POW,South Korea,,,,,
Male,Hongbin,Lee Hongbin,1993-09-29,VIXX,South Korea,,Seoul,,,
Male,Honggi,Lee Honggi,1990-03-02,FTISLAND,South Korea,,Gwangju,,,Vocal
Male,Hongil,Yoon Hongil,1999-01-11,Astin,South Korea,,,,,
Male,Hongjoong,Kim Hongjoong,1998-11-07,ATEEZ,South Korea,,,,,
Male,Hongseob,Shim Hongseob,1998-01-08,24K,South Korea,,,,,
Male,Hongseok,Yang Hongseok,1994-04-17,PENTAGON,South Korea,,,,,
Male,Hoon,Yeo Hoonmin,1991-08-16,U-KISS,South Korea,,Namyangju,,,
Male,Hoony,Lee Seunghoon,1992-01-11,WINNER,South Korea,,Busan,,,
Male,Hoshi,Kwon Soonyoung,1996-06-15,Seventeen,South Korea,,Namyangju,,,
Male,Hoya,Lee Howon,1991-03-28,,South Korea,,Busan,Infinite H,Infinite,
Male,Hoyoung,Bae Hoyoung,1998-08-10,Verivery,South Korea,,,,,
Male,Hueningkai,Kai Kamal Huening,2002-08-14,TXT,USA,South Korea,,,,
Male,Hui,Lee Hwitaek,1993-08-28,PENTAGON,South Korea,,,,,Leader
Male,Hui,Liang Hui,1995-07-18,24K,China,,,,,
Male,Huijun,Noh Huijun,2003-10-07,MCND,South Korea,,,,,
Male,Hunter,Papungkorn Lertkiatdamrong,2005-10-05,xikers,Thailand,,,,,
Male,Hwall,Heo Hyunjoon,2000-03-09,,South Korea,,Busan,,The Boyz,
Male,Hwanhee,Lee Hwanhee,1998-05-06,UP10TION,South Korea,,Daejeon,,,
Male,Hwani,Jo Sihyeon,1994-11-16,DUSTIN,South Korea,,,,,
Male,Hwanwoong,Yeo Hwanwoong,1998-08-26,Oneus,South Korea,,,,,
Male,Hwarang,Park Jonghan,1995-12-05,Spectrum,South Korea,,,,,
Male,Hwarang,Son Jaewon,2001-04-23,TEMPEST,South Korea,,,,,
Male,Hweseung,Yoo Hweseung,1995-02-28,N.Flying,South Korea,,,,,
Male,Hwi,Jo Mingyu,2002-09-26,Newkidd,South Korea,,,,,
Male,Hwi,Lee Choonghyun,1999-02-04,Ciipher,South Korea,,,,,
Male,Hwi,Eun Hwi,2004-11-11,TNX,South Korea,,Gangwon,,,
Male,Hwichan,Lee Heechan,1996-04-18,Limitless,South Korea,,,OMEGA X,,
Male,Hwiyoung,Kim Youngkyun,1999-05-11,SF9,South Korea,,,,,
Male,Hyeongjun,Song Hyeongjun,2002-11-30,CRAVITY,South Korea,,,,X1,
Male,Hyeongseok,Chu Hyeongseok,2000-09-13,Astin,South Korea,,,,,
Male,Hyeontae,Oh Hyeontae,2008-08-13,FANTASY BOYS,South Korea,,,,,
Male,Hyesung,Park Hyeseong,1996-01-17,VANNER,South Korea,,Daejeon,,,
Male,Hyojin,Kim Hyojin,1994-04-22,ONF,South Korea,,Seoul,,,
Male,Hyounjoon,Jang Hyounjoon,2008-10-25,The Wind,South Korea,,,,,
Male,Hyuk,Han Sanghyuk,1995-07-05,VIXX,South Korea,,Daejeon,Big Byung,,
Male,Hyuk,Yang Hyuk,2000-03-15,OMEGA X,South Korea,,,,ENOi,
Male,Hyuk,Koo Bonhyuk,2000-04-17,TEMPEST,South Korea,,,,,
Male,Hyukjin,Jang Hyukjin,1993-12-20,FAVE1,South Korea,,Busan,,100.00%,
Male,Hyukjin,Son Hyukjin,2003-12-12,WEUS,South Korea,,,,,
Male,Hyun,Park Sunghyun,1997-08-25,7 O'clock,South Korea,,Suwon,,,
Male,Hyunbin,Kwon Hyunbin,1997-03-04,JBJ,South Korea,,Seoul,,,
Male,Hyunbin,Moon Hyunbin,2000-02-26,Ciipher,South Korea,,,,,
Male,Hyunbin,Koo Hyunbin,2003-05-29,POW,South Korea,,Changwon,,,
Male,Hyungseok,Song Hyungseok,2002-11-06,YOUNITE,South Korea,,,,,
Male,Hyungseop,Ahn Hyungseop,1999-08-09,TEMPEST,South Korea,,,HyeongseopXEuiwoong,,
Male,Hyungsik,Park Hyungsik,1991-11-16,ZE:A,South Korea,,Yongin,,,
Male,Hyungwon,Chae Hyungwon,1994-01-15,MONSTA X,South Korea,,Gwangju,,,
Male,Hyunhah,Kim Hyunhah,2000-05-09,CMDM,South Korea,,,,,
Male,Hyunho,Lee Hyunho,1998-11-04,D-CRUNCH,South Korea,,,,,
Male,Hyunjae,Lee Jaehyun,1997-09-13,The Boyz,South Korea,,,,,
Male,Hyunjin,Hwang Hyunjin,2000-03-20,Stray Kids,South Korea,,Seoul,,,
Male,Hyunjun,Lee Hyunjun,1999-12-21,IZ,South Korea,,,,,
Male,Hyunjun,Bae Hyunjun,2003-06-06,ATBO,South Korea,,Seoul,,,
Male,Hyunkyung,Kim Hyunjong,1998-09-05,Romeo,South Korea,,,,,
Male,Hyunmin,Byun Hyunmin,1999-04-17,,South Korea,,,,RAINZ,
Male,Hyunoh,Park Hyunoh,1999-02-12,D-CRUNCH,South Korea,,,,,
Male,Hyunseong,Shim Hyunseong,1993-06-09,Boyfriend,South Korea,,Yeongcheon,,,
Male,Hyunseung,Jang Hyunseung,1989-09-03,,South Korea,,Suncheon,Troublemaker,Beast,
Male,Hyunseung,Kim Hyunseung,2002-10-15,YOUNITE,South Korea,,,,,
Male,Hyunsik,Lim Hyunsik,1992-03-07,BtoB,South Korea,,Ilsan,,,
Male,Hyunsik,Won Hyunsik,1997-09-12,XODIAC,South Korea,,Suwon,,,
Male,Hyunsoo,Kim Hyunsoo,1995-04-12,D1CE,South Korea,,,,,
Male,Hyunsoo,Jang Hyunsoo,2003-09-16,TNX,South Korea,,Sangju,,,
Male,Hyunsuk,Choi Hyunsuk,1999-04-21,Treasure,South Korea,,Daegu,,,
Male,Hyunsuk,Yoon Hyunsuk,2001-09-08,CIX,South Korea,,,,,
Male,Hyunuk,Han Hyunuk,1994-09-26,IN2IT,South Korea,,,,,
Male,Hyunwoo,Kim Hyunwoo,2001-01-21,BXB,South Korea,,Seoul,,TRCNG,
Male,Hyunwoo,Baek Hyunwoo,1999-03-19,D-CRUNCH,South Korea,,,,,
Male,Hyunwoo,Choi Hyunwoo,2004-12-04,xikers,South Korea,,Gangwon,,,
Male,Hyunwook,Ji Hyunwook,1998-07-01,D-CRUNCH,South Korea,,,,,
Male,Hyunwoong,Kim Hyunwoong,1998-02-08,14U,South Korea,,,,,
Male,I.M,Lim Changkyun,1996-01-26,MONSTA X,South Korea,,Gwangju,,,
Male,I.N,Yang Jeongin,2001-02-08,Stray Kids,South Korea,,Busan,,,
Male,Ian,Ro Sungchul,2003-12-11,LUN8,South Korea,,,,,
